,A,C,K,Z,Y,I
777,4812086.872084541,2013058.0403400469,7709645.058404691,0.9967159040063729,5524781.727795877,3511723.6874558297
778,4908328.609526233,2046912.5420883978,7863837.945537752,0.9962454698637383,5632617.597548443,3585705.055460045
779,5006495.181716757,2080403.1392285672,8021114.689782631,0.9982670742717851,5756928.381342486,3676525.242113918
780,5106625.085351093,2118517.62715802,8181536.972249121,0.9972337708649032,5865988.786749227,3747471.159591207
781,5208757.587058114,2155208.950887457,8345167.694705007,0.9965541674298453,5979231.002324767,3824022.0514373104
782,5312932.738799277,2191116.2411945434,8512071.0330089,0.9968619913214634,6100699.471618944,3909583.2304244004
783,5419191.393575262,2228275.448976158,8682312.439858632,0.9968214287226901,6222460.254096306,3994184.8051201478
784,5527575.221446767,2265977.244333756,8855958.67406549,0.9974573058766619,6350958.179920102,4084980.9355863454
785,5638126.725875703,2305713.3592778104,9033077.833733264,0.99505862134383,6462399.105809912,4156685.7465321016
786,5750889.260393217,2340786.0529579273,9213739.372329503,0.9954874087095934,6594487.534777868,4253701.481819941
787,5865907.045601082,2377365.0600450234,9398014.147346677,0.9953753571329625,6725620.165062136,4348255.105017113
788,5983225.186513104,2414257.4915440325,9585974.416708082,0.9938440291912815,6849578.64465103,4435321.153106998
789,6102889.690243365,2448139.0466387994,9777693.88980384,0.9908843388640879,6965764.047840828,4517625.001202028
790,6224947.484048233,2475472.286334357,9973247.75208837,0.9916748527656936,7110747.660078641,4635275.373744284
791,6349446.433729198,2505007.761160688,10172712.698868208,0.9918159606306167,7253994.65348286,4748986.8923221715
792,6476435.362403782,2535238.2915899106,10376166.942855848,0.9920817011296972,7401057.002694234,4865818.711104324
793,6605964.069651858,2566486.7394563304,10583690.271571053,0.9917097907594362,7546248.151431678,4979761.411975347
794,6738083.351044895,2597195.0547765414,10795364.065684952,0.9947949679837046,7721118.769728629,5123923.714952087
795,6872845.0180657925,2636037.8377602855,11011271.339986803,0.9929050773900067,7860579.355907018,5224541.518146733
796,7010301.918427109,2670632.664586106,11231496.75068338,0.9931333258012691,8019634.0644486295,5349001.399862524
797,7150507.956795651,2706272.3849065444,11456126.673864273,0.9924754905888972,8174608.427766279,5468336.042859735
798,7293518.115931564,2740662.003434279,11685249.194098253,0.9887862236137355,8307105.894426749,5566443.89099247
799,7439388.478250195,2765686.419204999,11918954.161658045,0.9895165854810092,8479506.729971126,5713820.310766127
800,7588176.2478152,2792897.7289199233,12157333.237322109,0.9874092292200614,8630677.031804064,5837779.302884141
801,7739939.772771504,2814670.2819516165,12400479.89018642,0.9895307707787779,8822205.267326625,6007534.985375009
802,7894738.568226934,2842402.248530647,12648489.483024888,0.991685143380795,9018240.923724629,6175838.675193982
803,8052633.339591473,2876344.011049864,12901459.26540469,0.9928528725404252,9209437.28351908,6333093.272469216
804,8213686.006383303,2913947.011259934,13159488.439923748,0.9942508860742807,9406852.977901416,6492905.966641482
805,8377959.726510969,2955990.3312740554,13422678.196888924,0.9936374819830978,9589070.39610153,6633080.064827476
806,8545518.921041189,2996882.7246324513,13691131.745096866,0.9953224566669931,9797437.817152217,6800555.092519766
