,c,k,z
384,-0.4631980258677129,0.00014534388575143764,-0.006412826218072883
385,-0.4692902212275594,0.00014300589618494196,-0.005436945905395462
386,-0.4744553300436618,0.0001424233335663342,-0.004906358743820656
387,-0.47911638078241175,0.00014137373080250556,-0.006667435565745181
388,-0.4854504541693768,0.00013937210312139033,-0.005167908496710179
389,-0.4903599766260368,0.00013897972030126315,-0.005412935180623554
390,-0.4955022741549314,0.00013756786941524675,-0.004199045298201333
391,-0.4994913760603431,0.00013669570261642562,0.0013321625011926937
392,-0.49822583039306745,0.00013686386044016138,0.0035409736858524055
393,-0.49486191378404315,0.00013453056368806064,0.003998486456519037
394,-0.4910633596714914,0.00013114873797729303,0.0036096532741390396
395,-0.48763419670504576,0.0001274817533757898,0.005619008156742835
396,-0.4822961462870748,0.0001247060844460875,0.0063358378400085805
397,-0.4762771073210883,0.00012114616112640654,0.0064106518577861345
398,-0.47018699468574693,0.00011733107372419918,0.009224752417379724
399,-0.46142348622425805,0.0001143607315191307,0.010079852199003972
400,-0.4518476326258679,0.00011030721318214216,0.007170515443225769
401,-0.44503564855503536,0.00010518048354821135,0.009831839868522273
402,-0.43569540601921436,0.00010228492345301867,0.012700726249918812
403,-0.4236297211462852,9.89613319693222e-05,0.014436996310493888
404,-0.40991457941061576,9.485772957873212e-05,0.013992873751262866
405,-0.39662135377357033,8.99923193438229e-05,0.016071469159951
406,-0.381353462217814,8.597653835522202e-05,0.014308867239534284
407,-0.36776004215924707,8.07753360462955e-05,0.01453377473440265
408,-0.35395295970927554,7.653826059199149e-05,0.01281759247262083
409,-0.34177625013010676,7.195392753845297e-05,0.012880735628985509
410,-0.3295395543222723,6.822784697579464e-05,0.012359912187477519
411,-0.3177976405606436,6.448174248241394e-05,0.010181888836498997
412,-0.30812484876066887,6.0592389984039215e-05,0.007571241640501521
413,-0.3009321715999259,5.7112625217682996e-05,0.0037030087944143002
414,-0.2974143154647649,5.3925341042896976e-05,0.0025414006089227946
415,-0.2949999869855579,5.2023526193377106e-05,0.008143150221182213
416,-0.28726399632078703,5.170110568603399e-05,0.010315010492541079
417,-0.277464738285202,4.982106111251222e-05,0.007228900959436369
418,-0.2705972841479067,4.665810578624975e-05,0.005299327592690127
419,-0.26556292458573433,4.428417969816151e-05,0.005545044844163529
420,-0.2602951335433188,4.267061256218289e-05,0.005375961206637985
421,-0.2551879718658726,4.0993308386157667e-05,0.006379798657342169
422,-0.2491271645323556,3.959558728200837e-05,0.00936202987478364
423,-0.24023323747508496,3.843675511029752e-05,0.005128450134273203
424,-0.23536121105224592,3.567955310985159e-05,0.007503492479576782
425,-0.22823289434466992,3.468034963906548e-05,0.006453312569111296
426,-0.22210224846970433,3.283706976695308e-05,0.005349844512178104
427,-0.21701989717521358,3.118025256370837e-05,0.007375328214194184
428,-0.21001333631390687,3.0204151628712452e-05,0.007272117186327429
429,-0.2031048258638814,2.8676518250653737e-05,0.0031121117970762083
430,-0.2001483204542349,2.6601501334111294e-05,0.004990821862479618
431,-0.19540704044862595,2.598266228242371e-05,-0.00018301794995152863
432,-0.19558090819678672,2.4141304446501214e-05,-0.0022629194288444655
433,-0.19773068231516328,2.3394794492573523e-05,-0.0005043014870495339
434,-0.19820976937698706,2.3434964620791948e-05,0.0014686290938733574
435,-0.19681457237051847,2.3299169766346887e-05,0.0037160198124577687
436,-0.1932843541605467,2.298208543122798e-05,0.0028097641183405927
437,-0.19061507882281867,2.2017761254142544e-05,0.001433966335724299
438,-0.1892528113442507,2.111673846233962e-05,0.0018214209914237075
439,-0.18752246191932107,2.060446957462173e-05,0.004733819484153028
440,-0.1830253339105414,2.037591900829828e-05,0.005459660306270675
441,-0.1778386570921785,1.9598572837355564e-05,0.005822383234748143
